,주소,건물명,건축년도,면적,계약월,건물용도,구,CPI,전년도동월 대비 CPI 등락률,전세수급-서울-6개월 전,매매수급-서울-6개월 전,주택담보대출 (연리%)-6개월 전,전세자금대출 (연리%)-6개월 전,미래 전세가 예측값,미래 매매가 예측값,월별평균 전세가,월별평균 매매가
2039451,은평구 응암동 81-173,더위일,2017.0,51,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,30864.355,39916.484,36182.0,37189.0
2039555,은평구 응암동 84-30,현대아트빌,2015.0,68,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,24754.408,30129.193,27875.0,29076.0
2039774,은평구 응암동 84-37,MJ평안채,2003.0,25,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,7957.191,9401.588,12579.0,8662.0
2040232,은평구 응암동 88-8,응암아네스트,2014.0,19,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,12045.769,13654.288,12600.0,11841.0
2040881,은평구 응암동 91-7,CJ드림시티(91-7),2004.0,23,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,8003.571,9984.595,8374.0,11967.0
2040972,은평구 응암동 91-7,CJ드림시티(91-7),2004.0,25,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,8873.236,10703.402,10527.0,11275.0
2041063,은평구 응암동 91-8,CJ드림시티(91-8),2004.0,20,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,7358.09,9111.52,9348.0,10088.0
2041154,은평구 응암동 91-8,CJ드림시티(91-8),2004.0,22,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,7788.731,9697.403,8080.0,10471.0
2041245,은평구 응암동 91-8,CJ드림시티(91-8),2004.0,23,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,8003.571,9984.595,8543.0,11251.0
2041518,은평구 응암동 93-6,명남더블레스,2009.0,78,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,29467.19,40737.496,37187.0,42530.0
2042434,은평구 응암동 96-35,해들목휴먼빌,2018.0,62,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,26582.902,27639.305,27110.0,29320.0
2044871,은평구 증산동 173-1,디오반,2011.0,14,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,10768.608,12257.345,11083.0,12397.0
2052395,은평구 진관동 100-2,은평뉴타운 신한 헤센스마트,2017.0,28,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,19280.248,23583.227,20300.0,27617.0
2052486,은평구 진관동 100-3,아이파크 포레스트 게이트,2013.0,20,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,10306.908,11694.113,10633.0,10737.0
2052668,은평구 진관동 100-3,아이파크 포레스트 게이트,2013.0,25,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,12579.373,14017.554,13500.0,13685.0
2052759,은평구 진관동 100-3,아이파크 포레스트 게이트,2013.0,31,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,14557.748,18021.98,18292.0,17219.0
2052819,은평구 진관동 100-3,아이파크 포레스트 게이트,2013.0,32,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,15027.072,18954.94,16441.0,18436.0
2052910,은평구 진관동 100-3,아이파크 포레스트 게이트,2013.0,34,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,15949.443,22135.348,23753.0,22507.0
2053442,은평구 진관동 100-4,어드벤스힐 오피스텔,2013.0,30,2025-08,오피스텔,은평구,113,2.1,55.3,60.6,5.3,5,14415.395,16522.258,14850.0,15326.0
2061701,은평구 진관동 60-0,은평뉴타운솔하임,2017.0,14,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,13664.411,16160.054,14053.0,15623.0
2061827,은평구 진관동 60-0,은평뉴타운솔하임,2017.0,20,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,16025.536,18893.885,19547.0,24249.0
2061881,은평구 진관동 60-0,은평뉴타운솔하임,2017.0,28,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,21304.516,26983.758,21448.0,20936.0
2061942,은평구 진관동 60-0,은평뉴타운솔하임,2017.0,45,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,29191.443,40875.47,37076.0,51500.0
2062110,은평구 진관동 64-0,힐데스하임,2017.0,39,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,26365.062,36934.887,30784.0,40034.0
2062169,은평구 진관동 64-0,힐데스하임,2017.0,41,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,27926.467,39490.594,35000.0,49930.0
2062241,은평구 진관동 64-0,힐데스하임,2017.0,42,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,28186.016,39891.527,32624.0,32500.0
2062278,은평구 진관동 64-0,힐데스하임,2017.0,47,2025-08,아파트,은평구,113,2.1,55.3,60.6,5.3,5,31313.482,43645.64,33361.0,45172.0
2066470,종로구 경운동 89-4,운현궁 에스케이 허브,2005.0,24,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12423.772,16708.637,18021.0,22959.0
2066534,종로구 경운동 89-4,운현궁 에스케이 허브,2005.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,15486.544,20949.336,16080.0,23753.0
2066585,종로구 경운동 89-4,운현궁 에스케이 허브,2005.0,33,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,16770.098,23714.568,23231.0,26104.0
2066636,종로구 경운동 89-4,운현궁 에스케이 허브,2005.0,34,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17640.39,25046.291,18989.0,26952.0
2067234,종로구 경운동 89-4,운현궁 에스케이 허브,2005.0,56,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,25659.232,34930.07,32096.0,37962.0
2067436,종로구 관철동 155-0,종로1번가,2005.0,25,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12737.793,17007.508,12834.0,19040.0
2067824,종로구 교북동 126-0,경희궁자이,2017.0,26,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,24317.844,29460.074,27192.0,32407.0
2067902,종로구 교북동 126-0,경희궁자이,2017.0,32,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,29214.037,36242.867,36794.0,41982.0
2068083,종로구 교북동 126-0,경희궁자이,2017.0,46,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,37926.516,50714.54,54407.0,101710.0
2068553,종로구 구기동 95-1,렉스팰리스,2005.0,141,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,49091.77,64527.434,50847.0,57128.0
2069048,종로구 내수동 110-15,킹스매너,2004.0,194,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,94457.625,122292.31,98133.0,111658.0
2069304,종로구 내수동 73-0,경희궁의아침4단지,2004.0,28,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17091.604,19908.812,18246.0,23886.0
2069383,종로구 내수동 73-0,경희궁의아침4단지,2004.0,42,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,22812.4,30100.877,24603.0,32742.0
2069474,종로구 내수동 73-0,경희궁의아침4단지,2004.0,56,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,27989.791,35374.918,35466.0,52876.0
2069925,종로구 내수동 74-0,광화문시대,2004.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17759.506,21076.11,19429.0,25512.0
2069997,종로구 내수동 74-0,광화문시대,2004.0,32,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,18403.584,22628.875,20074.0,22742.0
2070048,종로구 내수동 74-0,광화문시대,2004.0,33,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,19289.67,23810.887,21750.0,24117.0
2070139,종로구 내수동 74-0,광화문시대,2004.0,35,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,20159.959,25125.084,22165.0,28564.0
2070226,종로구 내수동 74-0,광화문시대,2004.0,36,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,20825.207,25830.69,23168.0,27838.0
2070317,종로구 내수동 74-0,광화문시대,2004.0,39,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,21633.545,27385.508,24025.0,35472.0
2070552,종로구 내수동 74-0,광화문시대,2004.0,57,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,27941.22,35329.066,35935.0,47793.0
2070643,종로구 내수동 75-0,용비어천가,2004.0,28,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17091.604,19927.473,19233.0,22311.0
2070734,종로구 내수동 75-0,용비어천가,2004.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17759.506,21076.11,21505.0,24291.0
2070813,종로구 내수동 75-0,용비어천가,2004.0,31,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17786.111,21368.121,20190.0,22521.0
2070904,종로구 내수동 75-0,용비어천가,2004.0,33,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,19289.67,23734.283,23470.0,24912.0
2071084,종로구 내수동 75-0,용비어천가,2004.0,37,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,20842.65,25780.662,22714.0,28472.0
2071175,종로구 내수동 75-0,용비어천가,2004.0,38,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,21645.627,26771.219,25462.0,33128.0
2071266,종로구 내수동 75-0,용비어천가,2004.0,41,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,22741.834,29909.418,26609.0,25459.0
2071436,종로구 내수동 75-0,용비어천가,2004.0,43,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,22926.709,30095.398,24010.0,32739.0
2071519,종로구 내수동 75-0,용비어천가,2004.0,44,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,23227.275,30117.15,25878.0,34590.0
2073700,종로구 명륜1가 2-12,송림아마레스아파트,2003.0,76,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,32062.479,45456.434,36641.0,44872.0
2073973,종로구 명륜1가 23-0,건양하늘터,2006.0,83,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,38059.29,53669.824,47477.0,58736.0
2074868,종로구 명륜2가 236-0,아남2,1996.0,114,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,65231.06,91316.31,76419.0,107773.0
2075634,종로구 명륜2가 237-0,아남3,1999.0,172,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,77861.49,106989.234,101103.0,128773.0
2077316,종로구 부암동 129-8,타임730오피스텔,2002.0,31,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12017.957,14817.883,12740.0,14343.0
2078622,종로구 수송동 58-0,두산위브파빌리온,2004.0,35,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,19058.389,24414.879,21295.0,26382.0
2078972,종로구 수송동 58-0,두산위브파빌리온,2004.0,65,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,29074.182,40528.1,33507.0,45636.0
2079065,종로구 수송동 58-0,두산위브파빌리온,2004.0,70,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,29336.184,40250.42,58015.0,55135.0
2079302,종로구 수송동 85-0,로얄팰리스스위트,2005.0,29,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,17373.902,24748.52,22460.0,27205.0
2079556,종로구 숭인동 1368-0,숭인한성아펠시티,2021.0,22,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,22712.432,25409.654,23715.0,24856.0
2079647,종로구 숭인동 1388-0,동양파라빌,2005.0,25,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,10855.515,12079.793,11306.0,11793.0
2079738,종로구 숭인동 1388-0,동양파라빌,2005.0,27,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11692.099,13329.542,13000.0,13471.0
2079739,종로구 숭인동 1388-0,동양파라빌,2005.0,55,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,23964.684,30502.408,26000.0,25233.0
2079819,종로구 숭인동 1421-0,버넷하임1,2013.0,18,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,11131.101,11991.201,11941.0,12607.0
2080400,종로구 숭인동 1425-0,한라 운종가,2022.0,21,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,19796.861,22870.705,20000.0,29025.0
2080410,종로구 숭인동 1425-0,한라 운종가,2022.0,22,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,20219.615,24562.1,20973.0,23572.0
2080431,종로구 숭인동 1425-0,한라 운종가,2022.0,41,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,31259.188,38178.945,33000.0,42522.0
2081302,종로구 숭인동 200-33,엘리시앙오피스텔,2005.0,27,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11011.526,13329.542,11821.0,11000.0
2081388,종로구 숭인동 200-33,엘리시앙오피스텔,2005.0,28,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12263.579,14737.472,12615.0,10706.0
2081896,종로구 숭인동 201-7,아폴리움 오피스텔,2016.0,15,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11149.014,12936.635,12983.0,16620.0
2081971,종로구 숭인동 201-7,아폴리움 오피스텔,2016.0,16,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11592.541,13395.02,14000.0,13066.0
2082372,종로구 숭인동 217-16,블루카운티 숭인Ⅰ,2020.0,26,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,22508.004,27019.871,23006.0,23186.0
2082837,종로구 숭인동 296-19,삼전솔하임2차,2012.0,15,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,10275.615,11196.608,11013.0,11420.0
2082928,종로구 숭인동 296-19,삼전솔하임2차,2012.0,17,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,10819.486,11930.167,12426.0,10457.0
2083198,종로구 숭인동 310-0,종로대우디오빌,2004.0,29,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11910.467,15035.752,12591.0,15153.0
2083289,종로구 숭인동 310-0,종로대우디오빌,2004.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12497.18,15766.145,14590.0,17150.0
2083471,종로구 숭인동 310-0,종로대우디오빌,2004.0,38,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,16332.867,21393.957,21758.0,20799.0
2083507,종로구 숭인동 313-12,디세븐,2014.0,15,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9228.839,10273.503,9382.0,9119.0
2083545,종로구 숭인동 313-12,디세븐,2014.0,16,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9730.3955,10822.958,10677.0,11546.0
2083571,종로구 숭인동 313-12,디세븐,2014.0,18,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,10206.292,11512.073,10432.0,13330.0
2083574,종로구 숭인동 313-17,우평 원더라움 스투디오,2022.0,25,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,23588.83,28241.432,24718.0,33018.0
2083590,종로구 숭인동 313-17,우평 원더라움 스투디오,2022.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,27321.654,33489.074,30411.0,37425.0
2083666,종로구 숭인동 317-29,(317-29),2020.0,24,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,21222.645,24560.049,24833.0,25143.0
2083846,종로구 숭인동 317-35,(317-35),2003.0,10,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,4871.2246,6841.029,5265.0,7230.0
2084349,종로구 숭인동 317-58,동대문 아이리스,2022.0,25,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,23588.83,28241.432,23778.0,27407.0
2084367,종로구 숭인동 317-58,동대문 아이리스,2022.0,29,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,26539.432,32160.53,26726.0,27967.0
2084458,종로구 숭인동 318-2,삼전솔하임4차,2014.0,15,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,10827.613,11796.93,13202.0,13407.0
2085053,종로구 숭인동 55-6,수석컴비즈텔,2002.0,24,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,8302.277,9598.594,8802.0,8476.0
2085235,종로구 숭인동 55-6,수석컴비즈텔,2002.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9779.426,10797.232,10487.0,8994.0
2086187,종로구 신문로2가 171-0,디팰리스,2020.0,40,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,34859.97,35334.332,47839.0,66057.0
2086237,종로구 신문로2가 171-0,디팰리스,2020.0,52,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,57184.2,80869.7,75958.0,98542.0
2086292,종로구 신문로2가 171-0,디팰리스,2020.0,71,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,76753.56,106696.12,88507.0,121881.0
2086322,종로구 신문로2가 171-0,디팰리스,2020.0,80,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,85657.445,121551.15,92854.0,123658.0
2086945,종로구 연건동 195-10,이화에수풀,2014.0,17,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,12370.304,13710.366,12849.0,18552.0
2087003,종로구 연건동 195-10,이화에수풀,2014.0,20,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,12758.147,14258.973,17853.0,21419.0
2087094,종로구 연건동 206-0,대보마로니에텔,2001.0,25,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9213.52,11417.134,9884.0,12608.0
2087185,종로구 연건동 206-0,대보마로니에텔,2001.0,27,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9752.635,12309.108,11995.0,14625.0
2087276,종로구 연건동 206-0,대보마로니에텔,2001.0,36,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11793.308,16273.671,13981.0,18007.0
2087398,종로구 연지동 163-3,아르젠종로,2015.0,18,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,13058.228,14533.002,15289.0,17767.0
2088016,종로구 연지동 56-0,더넥스트 종로,2022.0,19,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,20108.678,23437.992,22500.0,24956.0
2088198,종로구 원남동 95-0,코윈 팔레스뷰 오피스텔,2003.0,21,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,8362.058,10860.905,13509.0,14506.0
2088289,종로구 원남동 95-0,코윈 팔레스뷰 오피스텔,2003.0,24,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9220.519,11930.827,17059.0,15639.0
2088380,종로구 원남동 95-0,코윈 팔레스뷰 오피스텔,2003.0,33,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12002.428,16750.629,16536.0,18474.0
2089123,종로구 익선동 34-0,BIZ-WELL 종로 오피스텔,2004.0,17,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,7806.779,10655.811,10012.0,10263.0
2089155,종로구 익선동 34-0,BIZ-WELL 종로 오피스텔,2004.0,23,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9368.304,12516.351,10530.0,14012.0
2090133,종로구 인의동 48-2,효성쥬얼리시티,2006.0,67,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,27839.959,39574.984,31044.0,36544.0
2091028,종로구 종로1가 24-0,르메이에르종로타운1,2007.0,36,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17150.725,23876.998,20774.0,26453.0
2091210,종로구 종로1가 24-0,르메이에르종로타운1,2007.0,57,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,24203.889,33248.062,25271.0,43000.0
2091217,종로구 종로5가 138-4,종로5가역 하이뷰더광장,2022.0,19,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,19870.094,23803.799,22000.0,27630.0
2096274,종로구 충신동 62-2,CS타워,2011.0,22,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,12419.294,15268.06,15205.0,13400.0
2099088,종로구 평창동 45-0,벽산블루밍평창힐스,2004.0,187,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,73227.336,102971.09,103186.0,156003.0
2101290,종로구 필운동 285-5,파크뷰타워,1998.0,22,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9059.504,10791.552,11816.0,13404.0
2101381,종로구 필운동 285-5,파크뷰타워,1998.0,23,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9097.426,10908.068,10903.0,15152.0
2101472,종로구 필운동 285-5,파크뷰타워,1998.0,24,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9578.121,10993.121,12387.0,13952.0
2101563,종로구 필운동 285-5,파크뷰타워,1998.0,26,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,9946.825,12100.179,10511.0,13059.0
2101654,종로구 필운동 285-5,파크뷰타워,1998.0,28,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,10713.698,12555.197,11028.0,14056.0
2101745,종로구 필운동 285-5,파크뷰타워,1998.0,34,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,12055.52,15575.797,15132.0,20259.0
2101836,종로구 행촌동 41-1,대성아파트,1971.0,19,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,7523.971,8880.989,8443.0,15341.0
2102898,종로구 효제동 126-2,이지마루종로,2021.0,21,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,23431.31,25522.291,25731.0,30097.0
2102915,종로구 효제동 126-2,이지마루종로,2021.0,24,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,26438.361,29953.986,30327.0,33385.0
2102956,종로구 효제동 126-2,이지마루종로,2021.0,27,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,28897.238,34283.434,30579.0,44610.0
2102980,종로구 효제동 167-0,센트럴시티대학로,2020.0,17,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,17984.297,18593.334,18021.0,20015.0
2103117,종로구 효제동 45-0,반도 보라 아이비 타워,2003.0,23,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,8834.703,10889.488,10242.0,14147.0
2103208,종로구 효제동 45-0,반도 보라 아이비 타워,2003.0,28,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,10699.93,12980.78,12476.0,15939.0
2103265,종로구 효제동 45-0,반도 보라 아이비 타워,2003.0,30,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,10978.381,13364.176,12285.0,16219.0
2103356,종로구 효제동 45-0,반도 보라 아이비 타워,2003.0,31,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11027.584,13562.915,11354.0,16680.0
2103447,종로구 효제동 45-0,반도 보라 아이비 타워,2003.0,32,2025-08,오피스텔,종로구,113,2.1,55.3,60.6,5.3,5,11548.512,14709.834,14192.0,18425.0
2103636,종로구 효제동 65-2,포레스트힐시티,2017.0,17,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,15114.03,18094.533,15623.0,17009.0
2103690,종로구 효제동 65-2,포레스트힐시티,2017.0,18,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,15335.075,18362.354,19343.0,22064.0
2103779,종로구 효제동 65-2,포레스트힐시티,2017.0,22,2025-08,아파트,종로구,113,2.1,55.3,60.6,5.3,5,17596.02,22265.559,18284.0,24019.0
2103854,중구 광희동1가 145-2,동대문D플레이스,2022.0,25,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,20961.932,24488.586,22656.0,32657.0
2103976,중구 광희동1가 89-1,광희동금호트윈 오피스텔,1999.0,22,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,8833.885,11081.954,14645.0,9482.0
2105920,중구 묵정동 32-5,충무로역 스위트엠,2021.0,19,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,22345.307,26788.047,22500.0,21651.0
2107524,중구 순화동 217-0,덕수궁롯데캐슬,2016.0,32,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,25910.594,35820.004,33649.0,57924.0
2107743,중구 순화동 217-0,덕수궁롯데캐슬,2016.0,41,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,28512.15,39249.47,34854.0,37037.0
2108685,중구 신당동 140-23,신당역솔하임,2016.0,16,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,16217.838,18203.74,16322.0,18034.0
2108844,중구 신당동 140-23,신당역솔하임,2016.0,21,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,18171.879,20819.994,18271.0,17154.0
2108868,중구 신당동 140-23,신당역솔하임,2016.0,27,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,23101.275,29587.28,25000.0,21720.0
2108959,중구 신당동 160-5,신당아르브,2014.0,17,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,13630.99,15600.949,14149.0,12267.0
2109050,중구 신당동 160-5,신당아르브,2014.0,18,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,13639.975,15679.409,13681.0,15491.0
2109141,중구 신당동 160-5,신당아르브,2014.0,21,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,14862.209,17032.873,16000.0,14917.0
2109223,중구 신당동 251-10,(251-10),2020.0,22,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,21603.037,26693.703,23288.0,25826.0
2111423,중구 신당동 366-126,남산정은스카이,2005.0,30,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,14495.418,19769.832,17459.0,21091.0
2111514,중구 신당동 366-126,남산정은스카이,2005.0,33,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,15936.612,22268.164,16357.0,20736.0
2112862,중구 신당동 420-16,장충아이빌2,2015.0,30,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,18199.248,23407.81,22741.0,25549.0
2112886,중구 신당동 420-17,남산더힐A동,2015.0,37,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,20140.027,27775.23,24599.0,24781.0
2117518,중구 신당동 67-129,뉴그린,2006.0,81,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,37002.36,51420.24,40972.0,41008.0
2120933,중구 신당동 857-0,약수역더시티,2021.0,18,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,20564.514,24341.475,22409.0,21275.0
2120960,중구 신당동 857-0,약수역더시티,2021.0,19,2025-08,아파트,중구 ,113,2.1,55.3,60.6,5.3,5,22292.262,25873.908,23284.0,28200.0
2121012,중구 쌍림동 106-14,남산 오렌지카운티,2020.0,18,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,18368.898,21995.969,21367.0,23634.0
2121435,중구 오장동 139-7,오장동오팰리오,2021.0,22,2025-08,오피스텔,중구 ,113,2.1,55.3,60.6,5.3,5,22745.637,28162.281,30000.0,32978.0
